Wk#,Partner,Client,SSL,Job Dte(dd/mm/yyyy),Choice Pro#,Invoice#,Inv Dte(dd/mm/yyyy),Category,Qty,Wght,Job Time(Military hh:mm),Origin/Destination,FOB$,CIF$,AWB#,Kilo/Mile (One Way),Hndlng Base Chg,Hndlng Exc Pcs Chg,Hndlng OCPU/WC,Transp Base Chg(G Tkt),Transp Exc Mls Chg(G Tkt),Fuel Chg,Aft. Hrs/weekend/holiday,Wait Time,Secrty/Tolls Chg, 3rd Party/Freight Transp.Chg(Z Tkt) , Freight Fuel Surchg ,Cust. Clr,Duty,Imp/ Exp Vat,GST,Consump Tax,IOR Chg,Broker Chg,Cust. Storg Chg,Permit/ License Chg,K1 Form Chg,Layout Fee,Wire Chg,Labor Chg,Labor # hrs,Total Charge,Comments
50,ELE52240,ELP     ,FRA ,44172,ZAA4D0H9,2020-1125895,0,STND,1,,0.206944444,REGENSBURG  93053 DE 93053 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44172,ZAA4D0K0,2020-1125895,0,STND,1,,0.259027778,STUTTGART  70376 DE 70376 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44172,ZAA4D0UA,2020-1125895,0,STND,1,,0.370138889,MANNHEIM  68167 DE 68167 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44172,ZAA4D0UD,2020-1125895,0,STND,1,,0.370138889,NIEFERN-?SCHELBRONN  75223 DE 75223 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44172,ZAA4D11U,2020-1125895,0,STND,1,3,0.439583333,REGENSBURG  93053 DE 93053 DE,0,0,0,     ,3.91,,,,,,,,0,14.74,0.4422,0,0,0,0,0,0,0,0,0,0,0,0,,0,19.0922,
50,ELE52240,ELP     ,FRA ,44173,ZAA4D28D,2020-1125895,0,STND,1,,0.179166667,AMBERG  92224 DE 92224 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44173,ZAA4D2PP,2020-1125895,0,STND,1,,0.436111111,STUTTGART  70199 DE 70199 DE,0,0,0,     ,3.91,,,,,,,,0,33.48,1.0044,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,43.2844,repackaging
50,ELE52240,ELP     ,FRA ,44173,ZAA4D2R5,2020-1125895,0,STND,1,,0.45,HAMBURG  20099 DE 20099 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44174,ZAA4D3WT,2020-1125895,0,XFRG,1,,0.068055556,LEIPZIG DE 04209 DE,0,0,0,     ,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,8.8,repackaging
50,ELE52240,ELP     ,FRA ,44176,ZAA4D3XC,2020-1125895,0,IRI ,2,,0.284027778,MAINZ DE 55120 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
50,ELE52240,ELP     ,FRA ,44175,ZAA4D48R,2020-1125895,0,IRP ,2,,0.547222222,MAINZ DE 55120 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
50,ELE52240,ELP     ,FRA ,44174,ZAA4D4A6,2020-1125895,0,STND,4,41,0.179166667,RENDSBURG  24768 DE 24768 DE,0,0,0,     ,15.64,,,,,,,,0,38.3,1.149,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,59.979,repackaging
50,ELE52240,ELP     ,FRA ,44176,ZAA4D4AX,2020-1125895,0,IRP ,1,,0.522916667,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,ELE52240,ELP     ,FRA ,44174,ZAA4D4HB,2020-1125895,0,ORDS,1,,0.30625,TILBURG NL 5048 NL,0,0,0,     ,3.91,,,,,,,,0,15.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,24.765,repackaging
50,ELE52240,ELP     ,FRA ,44174,ZAA4D4JP,2020-1125895,0,STND,3,,0.349305556,PADERBORN  33098 DE 33098 DE,0,0,0,     ,11.73,,,,,,,,0,33.48,1.0044,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,51.1044,repackaging
50,ELE52240,ELP     ,FRA ,44174,ZAA4D4KL,2020-1125895,0,XFRG,1,,0.373611111,TILBURG NL 5048 CC NL,0,0,0,     ,3.91,,,,,,,,0,15.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,24.765,repackaging
50,ELE52240,ELP     ,FRA ,44174,ZAA4D4PD,2020-1125895,0,STND,1,,0.415277778,BREMEN  28239 DE 28239 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44175,ZAA4D6FA,2020-1125895,0,XFRG,2,,0.071527778,LEIPZIG DE 04209 DE,0,0,0,     ,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,12.71,repackaging
50,ELE52240,ELP     ,FRA ,44175,ZAA4D6LH,2020-1125895,0,STND,1,,0.227777778,MANNHEIM  68309 DE 68309 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,22.0664,repackaging
50,ELE52240,ELP     ,FRA ,44175,ZAA4D6T4,2020-1125895,0,ORDS,1,,0.34375,SCRAP SC SCRAP DE,0,0,0,     ,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,106.91,Scrapticket (103Û Basic rate)
50,ELE52240,ELP     ,FRA ,44176,ZAA4D9JZ,2020-1125895,0,XFRG,1,,0.071527778,LEIPZIG DE 04209 DE,0,0,0,     ,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,8.8,repackaging
50,ELE52240,ELP     ,FRA ,44176,ZAA4D9X1,2020-1125895,0,STND,3,,0.186111111,WEINHEIM  69469 DE 69469 DE,0,0,0,     ,11.73,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,29.8864,repackaging
50,ELE52240,ELP     ,FRA ,44176,ZAA4D9XA,2020-1125895,0,IRP ,1,,0.515277778,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,ELE52240,ELP     ,FRA ,44176,ZAA4DA4M,2020-1125895,0,STND,1,17,0.366666667,STUTTGART  70199 DE 70199 DE,0,0,0,     ,3.91,,,,,,,,0,23.42,0.7026,0,0,0,0,0,0,0,0,0,0,0,0,,0,28.0326,
50,ELE52240,ELP     ,FRA ,44176,ZAA4DA91,2020-1125895,0,STND,2,,0.384027778,M?NSTER  48153 DE 48153 DE,0,0,0,     ,7.82,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,25.9764,repackaging
50,INF52413,EMEA DEP,FRA ,44173,G6596938,2020-1125895,0,IRPL,14,,0.405555556,DE,0,0,0,65,54.74,,,39.55,40.92,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,135.21,
50,INF52413,EMEA DEP,FRA ,44173,ZAA4D2NS,2020-1125895,0,OCPU,14,,0.425,VEENDENDAAL 3905KV NL,0,0,0,     ,54.74,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,60.0445,
50,INF52413,EMEA DEP,FRA ,44175,ZAA4D47D,2020-1125895,0,IRI ,10,,0.336805556,MAINZ DE 55120 DE,0,0,0,0,39.1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,39.1,
50,INF52413,EMEA DEP,FRA ,44175,ZAA4D6XJ,2020-1125895,0,OCPU,10,,0.409722222,MAINZ DE 55120 DE,0,0,0,     ,39.1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,39.1,
50,PAR52372,PPT EURO,FRA ,44172,G6596553,2020-1125895,0,IRI ,1,,0.325,MAINZ DE 55120 DE,0,0,0,0,3.91,,,39.55,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,43.46,
50,PAR52372,PPT EURO,FRA ,44173,G6596997,2020-1125895,0,WC  ,2,,0.53125,MAINZ DE 55120 DE,0,0,0,0,7.82,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
50,PAR52372,PPT EURO,FRA ,44173,G6597205,2020-1125895,0,WC  ,1,,0.53125,MAINZ DE 55120 DE,0,0,0,0,3.91,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,PAR52372,PPT EURO,FRA ,44176,G6597476,2020-1125895,0,WC  ,1,,0.545138889,MAINZ DE 55120 DE,0,0,0,0,3.91,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,PAR52372,PPT EURO,FRA ,44177,G6597803,2020-1125895,0,WC  ,1,,0.579861111,MAINZ DE 55120 DE,0,0,0,0,3.91,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,PAR52372,PPT EURO,FRA ,44173,ZAA4D29N,2020-1125895,0,OCPU,2,,0.213888889,TROSTBERG DE 83308 DE,0,0,0,     ,7.82,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,,0,21.0864,
50,PAR52372,PPT EURO,FRA ,44173,ZAA4D2A4,2020-1125895,0,OCPU,2,,0.233333333,HIGH WYCOMBE GB HP10 0AB GB,0,0,0,     ,7.82,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,13.1245,
50,PAR52372,PPT EURO,FRA ,44173,ZAA4D2UF,2020-1125895,0,OCPU,1,,0.477083333,LUTON GB LU2 9PQ GB,0,0,0,     ,3.91,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.2145,
50,PAR52372,PPT EURO,FRA ,44174,ZAA4D49W,2020-1125895,0,OCPU,1,,0.175,WILLSTAETT DE 77731 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.1764,
50,PAR52372,PPT EURO,FRA ,44175,ZAA4D6XK,2020-1125895,0,OCPU,1,,0.409722222,JENA DE 07745 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.1764,
50,PAR52372,PPT EURO,FRA ,44175,ZAA4D729,2020-1125895,0,IRI ,1,,0.465972222,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,PAR52372,PPT EURO,FRA ,44176,ZAA4DA4B,2020-1125895,0,OCPU,1,2,0.361111111,BERNBURG (SAALE) DE 06406 DE,0,0,0,     ,3.91,,,,,,,,0,34.72,1.0416,0,0,0,0,0,0,0,0,0,0,0,0,,0,39.6716,
50,PAR52372,PPT EURO,FRA ,44176,ZAA4DADZ,2020-1125895,0,OCPU,2,,0.4,GRONINGEN NL 9743 AK NL,0,0,0,     ,7.82,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,13.1245,
50,ELE52240,ELP     ,FRAS,44175,ZAA4D6W8,2020-1125895,0,IRB ,26,,0.399305556,MAINZ DE 55120 DE,0,0,0,0,101.66,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,101.66,
50,ZEN52353,ZENSAR  ,HAJ ,44173,G6597219,2020-1125895,0,PICK,1,,0.604166667,"Hamburg, DE, DE 20099 DE 20099 DE",0,0,0,138,3.91,,,39.55,131.44,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,174.9,
50,ELE52240,ELP     ,HAM ,44174,ZAA4D4DF,2020-1125895,0,STND,2,,0.2625,HAMBURG  22419 DE 22419 DE,0,0,0,     ,7.82,,,,,,,,0,33.48,1.0044,0,0,0,0,0,0,0,0,0,0,0,0,,0,42.3044,
50,ELE52240,ELP     ,HAM ,44175,ZAA4D6K5,2020-1125895,0,STND,1,,0.186111111,NEUSS  41464 DE 41464 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.1764,
50,ELE52240,ELP     ,HAM ,44176,ZAA4DA72,2020-1125895,0,STND,2,,0.373611111,BREMERHAVEN  27574 DE 27574 DE,0,0,0,     ,7.82,,,,,,,,0,33.48,1.0044,0,0,0,0,0,0,0,0,0,0,0,0,,0,42.3044,
50,INF52294,INFINERA,HAM ,44172,G6597043,2020-1125895,0,PICK,1,,0.838888889,Hamburg DE 20537 DE,0,0,0,5,3.91,,,39.55,,,82.4,4.74,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,130.6,
50,INF52294,INFINERA,HAM ,44172,G6597085,2020-1125895,0,IRI ,1,,0.588888889,HAMBURG DE 20457 DE,0,0,0,5,3.91,,,39.55,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,43.46,
50,INF52294,INFINERA,HAM ,44173,G6597086,2020-1125895,0,PICK,1,,0.3125,Hamburg DE 20537 DE,0,0,0,5,3.91,,,39.55,,,82.4,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,125.86,
50,INF52294,INFINERA,HAM ,44174,G6597505,2020-1125895,0,PICK,1,,0.732638889,Wewelsfleth DE 25599 DE,0,0,0,66,3.91,,,39.55,42.16,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,85.62,
50,ZEN52353,ZENSAR  ,HAM ,44175,G6597761,2020-1125895,0,PICK,1,,0.5625,Gutersloh DE 33333 DE,0,0,0,264,3.91,,,39.55,287.68,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,331.14,
50,ZEN52353,ZENSAR  ,HAM ,44173,ZAA4D36M,2020-1125895,0,OCCO,1,,0.591666667,Zaventem BE 1932 BE,0,0,0,     ,3.91,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.2145,
50,ELE52240,ELP     ,LEJ ,44172,G6596913,2020-1125895,0,WC  ,2,,0.402777778,LEIPZIG DE 04209 DE,0,0,0,0,7.82,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
50,ELE52240,ELP     ,LEJ ,44176,ZAA4DA71,2020-1125895,0,STND,1,,0.373611111,BREMERHAVEN  27574 DE 27574 DE,0,0,0,     ,3.91,,,,,,,,0,33.48,1.0044,0,0,0,0,0,0,0,0,0,0,0,0,,0,38.3944,
50,INF52413,EMEA DEP,LEJ ,44172,G6596503,2020-1125895,0,IRPL,2,,0.541666667,DE,0,0,0,90,7.82,,,39.55,71.92,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,119.29,
50,INF52413,EMEA DEP,LEJ ,44173,ZAA4D25L,2020-1125895,0,OCPU,2,47,0.113194444,GANDERKESEE DE 27777 DE,0,0,0,     ,7.82,,,,,,,,0,42.02,1.2606,0,0,0,0,0,0,0,0,0,0,0,0,,0,51.1006,
50,HIT52278,HITACHI ,LNZ ,44176,G6598064,2020-1125895,0,PICK,1,,0.501388889,Praha 10 - Hostivar CZ 10200 CZ,0,0,0,253,3.91,,,39.55,274.04,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,317.5,
50,HIT52278,HITACHI ,LNZ ,44172,ZAA4D07D,2020-1125895,0,IRP ,1,,0.299305556,PASCHING AT 4061 AT,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,HIT52278,HITACHI ,MAG ,44172,ZAA4D07G,2020-1125895,0,IRP ,5,,0.181944444,BARLEBEN DE 39179 DE,0,0,0,0,19.55,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19.55,
50,HIT52278,HITACHI ,MHG ,44172,G6596914,2020-1125895,0,PICK,1,,0.519444444,Nuernberg DE 90429 DE,0,0,0,237,3.91,,,39.55,254.2,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,297.66,
50,HIT52278,HITACHI ,MHG ,44172,ZAA4D07H,2020-1125895,0,IRP ,2,,0.151388889,MANHEIM DE 68199 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
50,HIT52278,HITACHI ,MHG ,44174,ZAA4D3VA,2020-1125895,0,IRP ,1,,0.176388889,MANHEIM DE 68199 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,ELE52240,ELP     ,MUC ,44172,ZAA4D18X,2020-1125895,0,STND,3,,0.519444444,T?BINGEN  72076 DE 72076 DE,0,0,0,     ,11.73,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,,0,24.9964,
50,ELE52240,ELP     ,MUC ,44176,ZAA4D3XN,2020-1125895,0,IRI ,4,,0.314583333,MUNCHEN DE 80939 DE,0,0,0,0,15.64,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.64,
50,PAR52372,PPT EURO,MUC ,44175,G6597802,2020-1125895,0,PICK,1,,0.795138889,Frankfurt am Main DE 60316 DE,0,0,0,385,3.91,,,39.55,437.72,,82.4,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,563.58,
50,PAR52372,PPT EURO,MUC ,44176,G6598088,2020-1125895,0,PICK,1,,0.479166667,GERMERING DE 82110 DE,0,0,0,31,3.91,,,39.55,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,43.46,
50,PAR52372,PPT EURO,MUC ,44172,ZAA4CPJ8,2020-1125895,0,IRP ,1,,0.308333333,MUNCHEN DE 80939 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
50,PAR52372,PPT EURO,MUC ,44173,ZAA4D290,2020-1125895,0,OCPU,3,,0.200694444,Eindhoven NL 5642CN NL,0,0,0,     ,11.73,,,,,,,,0,15.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,,0,27.695,
50,INF52294,INFINERA,NUE ,44173,G6597207,2020-1125895,0,PICK,1,,0.625,Halle (Saale) DE 06116 DE,0,0,0,286,3.91,,,39.55,314.96,,82.4,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,440.82,
50,INF52294,INFINERA,NUE ,44175,G6597813,2020-1125895,0,PICK,1,,0.715972222,Munchen DE 85774 DE,0,0,0,169,3.91,,,39.55,169.88,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,213.34,
51,INF52294,INFINERA,BER ,44181,ZAA4DLE7,2020-1125895,0,OCPU,1,,0.636111111,Frankfurt am Main DE 60326 DE,0,0,0,     ,3.91,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.1764,
51,INF52294,INFINERA,BER ,44181,ZAA4DLF4,2020-1125895,0,OCPU,1,,0.647916667,Basingstoke GB RG24 8WB GB,0,0,0,     ,3.91,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.2145,
51,INF52294,INFINERA,BER ,44185,ZAA4DT9Q,2020-1125895,0,XFRG,2,,0.998611111,TILBURG NL 5048 CA NL,0,0,0,     ,7.82,,,,,,,,0,15.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,,0,23.785,
51,PAR52372,PPT EURO,BER ,44182,G6599392,2020-1125895,0,PICK,1,,0.583333333,GARBSEN DE 30823 DE,0,0,0,291,3.91,,,39.55,321.16,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,364.62,
51,PAR52372,PPT EURO,BER ,44181,ZAA4DK1Q,2020-1125895,0,OCPU,1,,0.155555556,Czestochowa PL 42-202 PL,0,0,0,     ,3.91,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.2145,
51,CEN52300,CNTRCSIT,DUS ,44180,ZAA4D3NB,2020-1125895,0,IRP ,2,,0.26875,DUSSELDORF DE 40589 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
51,CEN52300,CNTRCSIT,DUS ,44181,ZAA4DKQ1,2020-1125895,0,XFRG,4,,0.45625,DOMODEDOVO RU 142000 RU,0,0,0,     ,15.64,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,20.9445,
51,INF52294,INFINERA,DUS ,44185,ZAA4DT9S,2020-1125895,0,XFRG,2,,0.999305556,TILBURG NL 5048 CA NL,0,0,0,     ,7.82,,,,,,,,0,15.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,,0,23.785,
51,ISR52307,RADWARE ,DUS ,44182,ZAA4DMQ8,2020-1125895,0,OCPU,1,,0.130555556,Rozenburg NL 1437 EK NL,0,0,0,     ,3.91,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.2145,
51,CEN52300,CNTRCSIT,FRA ,44179,G6598588,2020-1125895,0,PICK,1,,0.746527778,Frankfurt DE 60413 DE,0,0,0,45,3.91,,,39.55,16.12,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,59.58,
51,CEN52300,CNTRCSIT,FRA ,44179,ZAA4DF7S,2020-1125895,0,OCPU,1,,0.633333333,LEGNICA PL 59-220 PL,0,0,0,     ,3.91,,,,,,,,0,5.15,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.2145,
51,ELE52240,ELP     ,FRA ,44179,G6598523,2020-1125895,0,WC  ,1,,0.416666667,MAINZ DE 55120 DE,0,0,0,0,3.91,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44179,G6598529,2020-1125895,0,WC  ,1,,0.41875,MAINZ DE 55120 DE,0,0,0,0,3.91,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44179,G6598530,2020-1125895,0,WC  ,1,,0.420138889,MAINZ DE 55120 DE,0,0,0,0,3.91,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44182,G6599387,2020-1125895,0,PICK,2,,0.576388889,68000 Colmar FR 68000 FR,0,0,0,274,7.82,,,39.55,300.08,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,352.34,repackaging
51,ELE52240,ELP     ,FRA ,44181,ZAA4CKVW,2020-1125895,0,IRP ,2,,0.35625,MAINZ DE 55120 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
51,ELE52240,ELP     ,FRA ,44180,ZAA4CKWE,2020-1125895,0,IRP ,1,,0.320138889,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44180,ZAA4CPA1,2020-1125895,0,IRP ,2,,0.33125,MAINZ DE 55120 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
51,ELE52240,ELP     ,FRA ,44182,ZAA4CRX4,2020-1125895,0,IRB ,1,,0.447916667,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44181,ZAA4D0MG,2020-1125895,0,IRP ,2,,0.358333333,MAINZ DE 55120 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
51,ELE52240,ELP     ,FRA ,44181,ZAA4D0MJ,2020-1125895,0,IRP ,1,,0.360416667,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44182,ZAA4D26T,2020-1125895,0,IRP ,1,,0.365972222,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44181,ZAA4D26V,2020-1125895,0,IRP ,4,,0.363194444,MAINZ DE 55120 DE,0,0,0,0,15.64,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.64,
51,ELE52240,ELP     ,FRA ,44180,ZAA4D2AJ,2020-1125895,0,IRP ,3,,0.329166667,MAINZ DE 55120 DE,0,0,0,0,11.73,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11.73,
51,ELE52240,ELP     ,FRA ,44180,ZAA4D6J8,2020-1125895,0,IRP ,1,,0.311805556,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44182,ZAA4D6JM,2020-1125895,0,IRP ,1,,0.370833333,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44180,ZAA4D6NK,2020-1125895,0,IRP ,4,,0.322916667,MAINZ DE 55120 DE,0,0,0,0,15.64,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.64,
51,ELE52240,ELP     ,FRA ,44179,ZAA4D9KF,2020-1125895,0,IRI ,3,,0.207638889,MAINZ DE 55120 DE,0,0,0,0,11.73,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11.73,
51,ELE52240,ELP     ,FRA ,44180,ZAA4D9XE,2020-1125895,0,IRP ,4,,0.326388889,MAINZ DE 55120 DE,0,0,0,0,15.64,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.64,
51,ELE52240,ELP     ,FRA ,44183,ZAA4D9XH,2020-1125895,0,IRP ,1,,0.36875,MAINZ DE 55120 DE,0,0,0,0,3.91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.91,
51,ELE52240,ELP     ,FRA ,44180,ZAA4DCZ3,2020-1125895,0,IRI ,2,,0.234027778,MAINZ DE 55120 DE,0,0,0,0,7.82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.82,
51,ELE52240,ELP     ,FRA ,44179,ZAA4DCZ4,2020-1125895,0,XFRG,3,,0.061111111,MUNCHEN DE 80939 DE,0,0,0,     ,11.73,,,,,,,,0,12.88,0.3864,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,29.8864,repackaging
